AÑO,DEPARTAMENTO,MUNICIPO,TOTAL MUESTRAS,RESULTADO COLOR APARENTE,RESULTADO TURBIEDAD,RESULTADO PH,RESULTADO CLORO RESIDUAL LIBRE,RESULTADO ALCALINIDAD TOTAL,RESULTADO CALCIO,RESULTADO FOSFATOS,RESULTADO MANGANESO,RESULTADO MOLIBDENO,RESULTADO MAGNESIO,RESULTADO ZINC,RESULTADO DUREZA TOTAL,RESULTADO SULFATOS,RESULTADO HIERRO TOTAL,RESULTADO CLORUROS,RESULTADO NITRATOS,RESULTADO NITRITOS,RESULTADO ALUMINIO,RESULTADO FLORUROS,RESULTADO COT,RESULTADO COLIFORMES TOTALES,RESULTADO E.COLI,RESULTADO ANTIMONIO,RESULTADO ARSÉNICO,RESULTADO BARIO,RESULTADO CADMIO,RESULTADO CIANURO LIBRE Y DIASOCIABLE,RESULTADO COBRE,RESULTADO Cromo total,RESULTADO MERCURIO,RESULTADO NIQUEL,RESULTADO PLOMO,RESULTADO SELENIO,RESULTADO TRIHALOMETANOS TOTALES,RESULTADO HIDROCARBUROS AROMÁTICOS POLICICLICOS,RESULTADO GIARDIA,RESULTADO CRYPTOSPORIDIUM,RESULTADO PLAGUICIDAS TOTALES,RESULTADO ORGANOFOSFORADOS Y CARBAMATOS,RESULTADO MESÓFILOS,IRCA PROMEDIO,IRCA BASE PROMEDIO,NIVEL DE RIESGO PROMEDIO
2015,Casanare,Paz De Ariporo,24,13.04166667,1.420458333,6.735416667,0.625416667,4.444444444,2,0.27,,,,,12.66666667,2.1,0.0475,8.375,0.75,0.00375,0.139,,,0.129166667,0,,,,,,,,,,,,,,0,0,,,,3.819166,3.819166,SIN RIESGO
2015,Casanare,Pore,28,39.07142857,5.399035714,5.615357143,0.442678571,7.473684211,,0.15,,,,,11.26315789,10.28571429,0.101666667,23.4375,1,0.007,,,,384.9178571,11.56428571,,,,,,,,,,,,,,0,0,,,,44.305357,44.305357,ALTO
2015,Casanare,Recetor,15,39.86666667,4.014666667,6.259333333,0.204666667,15.5,,0.47,,,,,22,11.71428571,0.055,11.8,0.95,0.004,,,,1436.18,201.12,,,,,,,,,,,,,,0,0,,,,55.424,55.424,ALTO
2015,Casanare,Sabanalarga,25,11.28,0.82904,5.5836,0.11768,3.666666667,,,,,,,4.133333333,0.888888889,0.028571429,19.33333333,0.45,0.0045,0.006,,,785.96,51.84,,,,,,,,,,,,,,0,0,,,,46.5152,46.5152,ALTO
2015,Casanare,Sácama,10,21.5,1.6275,6.567,0.742,9,,0.22,,,,,16.83333333,5,0.02,9.4,0.55,0.0065,,,,242.49,0.75,,,,,,,,,,,,,,0,0,,,,21.072,21.072,MEDIO
2015,Casanare,San Luis De Palenque,13,21.84615385,1.308153846,6.943846154,0.440769231,29.75,6,0.39,,,,,60.5,28.83333333,0.1,12,0.866666667,0.045333333,0.115,,,17.5,0.846153846,,,,,,,,,,,,,,0,0,,,,23.095384,23.095384,MEDIO
2015,Casanare,Támara,14,108.5,9.7635,5.957142857,0.755714286,4.125,,,,,,,23.5,7.5,0.125,10.875,0.55,0.003,0.55,,,976.2142857,144.75,,,,,,,,,,,,,,0,0,,,,56.252857,56.252857,ALTO
2015,Casanare,Tauramena,34,9.823529412,1.005764706,7.912941176,0.772941176,28.66666667,4,0.29,,,,,22.8,5.642857143,0.03,13.78571429,1.5,0.0065,0.8495,,,76.99705882,1.638235294,,,,,,,,,,,,,,0,0,,,,9.894117,9.894117,BAJO
2015,Casanare,Trinidad,14,10.92857143,0.469642857,7.100714286,0.162857143,25.8,3,0.42,,,,,33.4,4.5,0.046,13.4,0.8,0.045,0.003,,,90.81428571,17.72857143,,,,,,,,,,,,,,0,0,,,,33.157857,33.157857,MEDIO
2015,Casanare,Villanueva,42,21.80952381,3.09702381,6.187619048,0.751666667,5.75,1,0.145,,,,,6.5,2,0.115454545,25.26315789,1.2,0.00425,0.065,,,579.1928571,114.0928571,,,,,,,,,,,,,,0,0,,,,30.782619,30.782619,MEDIO
2015,Casanare,Yopal,395,25.97468354,3.758121519,6.666324051,1.236405063,36.52380952,7.8,0.371463415,,,,,32.92592593,7.245283019,0.060461538,11.82236842,1.73,0.004971429,0.1785,,,59.31772152,8.17443038,,,,,,,,,,,,,,0,0,,,,11.721544,10.746683,BAJO
2015,Cauca,Almaguer,26,,3.520666667,7.534666667,0.624,8.04,10.32133333,,,,20.452,,30.77333333,,,,,,,,,3.195833333,0,,,,,,,,,,,,,,,,,,,7.553461,7.553461,BAJO
2015,Cauca,Argelia,29,,1.292727273,7.449454545,1.450909091,13.12727273,8.688181818,,,,25.95818182,,34.65454545,,,,,,,,,3.327586207,0,,,,,,,,,,,,,,,,,,,1.977931,1.977931,SIN RIESGO
2015,Cauca,Balboa,23,,2.485333333,7.855,1.253333333,18.8,17.88333333,,,,49.314,,67.2,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,7.445652,7.445652,BAJO
2015,Cauca,Bolívar,28,,0.7985,7.395,1.366,17.32,13.645,,,,34.4175,,48,,,,,,,,,0.225,0,,,,,,,,,,,,,,,,,,,1.622142,1.622142,SIN RIESGO
2015,Cauca,Buenos Aires,30,,0.989444444,7.224277778,0.38,7.555555556,4.393888889,,,,15.76,,20.15555556,,,,,,,,,0.32,0,,,,,,,,,,,,,,,,,,,5.296333,5.296333,BAJO
2015,Cauca,Cajibío,35,,0.992777778,7.092777778,1.033333333,13.16666667,6.712941176,,,,23.31666667,,30.11111111,,,,,,,,,1.837142857,0,,,,,,,,,,,,,,,,,,,2.710285,2.710285,SIN RIESGO
2015,Cauca,Caldono,29,,2.76,7.712857143,0.906428571,6.642857143,5.313571429,,,,16.40071429,,21.71428571,,,,,,,,,87.4862069,5.903448276,,,,,,,,,,,,,,,,,,,15.167586,15.167586,MEDIO
2015,Cauca,Caloto,80,,1.953333333,7.501025641,0.489047619,20.58095238,15.19547619,,,,33.25307692,,51.1,,,,,,,,,225.7644737,11.59210526,,,,,,,,,,,,,,,,,,,37.823125,37.823125,ALTO
2015,Cauca,Corinto,35,,1.184761905,7.302380952,1.267619048,10.57142857,15.36595238,,,,32.44095238,,47.80952381,,,,,,,,,0.368571429,0,,,,,,,,,,,,,,,,,,,3.53,3.53,SIN RIESGO
2015,Cauca,El Tambo,26,,1.161428571,7.515454545,1.19,12.25454545,8.3,,,,18.28181818,,26.58181818,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Cauca,Florencia,26,,1.241818182,7.63,1.078333333,22.5,15.0535,,,,31.6175,,46.66666667,,,,,,,,,1.684615385,0,,,,,,,,,,,,,,,,,,,5.328846,5.328846,BAJO
2015,Cauca,Inzá,39,,1.191727273,7.328947368,1.215,15.97272727,15.40772727,,,,34.53772727,,49.94545455,,,,,,,,,116.1333333,12.58461538,,,,,,,,,,,,,,,,,,,12.566666,12.566666,BAJO
2015,Cauca,Jambaló,33,,0.806,7.432,1.085333333,11.25333333,8.740666667,,,,20.61933333,,29.36,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Cauca,La Sierra,28,,1.275,7.285714286,1.115071429,7.571428571,7.864285714,,,,22.99714286,,30.85714286,,,,,,,,,3.103571429,0.071428571,,,,,,,,,,,,,,,,,,,11.768571,11.768571,BAJO
2015,Cauca,La Vega,30,,1.305,7.661666667,0,7.583333333,9.170833333,,,,23.99583333,,33.16666667,,,,,,,,,178.4689655,21.15862069,,,,,,,,,,,,,,,,,,,79.857666,79.857666,ALTO
2015,Cauca,Mercaderes,32,,2.734375,7.373333333,1.070588235,9.805882353,11.31333333,,,,31.08666667,,42.4,,,,,,,,,23.6125,0,,,,,,,,,,,,,,,,,,,5.627812,5.627812,BAJO
2015,Cauca,Miranda,34,,1.216,7.414666667,1.54,7.666666667,13.796,,,,29.65733333,,43.46666667,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,4.790294,4.790294,SIN RIESGO
2015,Cauca,Morales,35,,1.798888889,7.328888889,0.884444444,12.55555556,8.161111111,,,,30.03888889,,38.2,,,,,,,,,10.08571429,0,,,,,,,,,,,,,,,,,,,8.006857,8.006857,BAJO
2015,Cauca,Padilla,29,,2.4375,7.404166667,1.183333333,10.83333333,17.12,,,,33.41666667,,50.53333333,,,,,,,,,4.737931034,0,,,,,,,,,,,,,,,,,,,4.123448,4.123448,SIN RIESGO
2015,Cauca,Paez,35,,1.468333333,7.773333333,1.33,26.58333333,14.81666667,,,,34.01666667,,48.83333333,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1.323428,1.323428,SIN RIESGO
2015,Cauca,Patía,24,,1.391333333,7.375333333,1.4078,19.33333333,12.76666667,,,,34.29533333,,47.06666667,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,3.750833,3.750833,SIN RIESGO
2015,Cauca,Piamonte,25,,2.351428571,7.281428571,0,8.571428571,6.635,,,,15.02178571,,21.65714286,,,,,,,,,999.652,37.228,,,,,,,,,,,,,,,,,,,89.5592,89.5592,INVIABLE SANITARIAMENTE
2015,Cauca,Piendamó,34,,1.382142857,7.345285714,1.007142857,8.071428571,7.164285714,,,,23.12857143,,30.42857143,,,,,,,,,66.90322581,1.022580645,,,,,,,,,,,,,,,,,,,18.514705,18.514705,MEDIO
2015,Cauca,Popayán,250,,1.426853933,7.274382022,0.920714286,14.87640449,7.579438202,,,,25.57988764,,32.84269663,,,,,,,,,2.5584,0,,,,,,,,,,,,,,,,,,,1.0588,1.0588,SIN RIESGO
2015,Cauca,Puerto Tejada,34,,4.1035,7.253,1.151,20.39,18.2765,,,,38.6225,,56.9,,,,,,,,,10.92352941,0.794117647,,,,,,,,,,,,,,,,,,,24.302647,24.302647,MEDIO
2015,Cauca,Puracé,24,,0.584,7.053333333,0.274666667,37.2,18.26666667,,,,54.97333333,,73.24,,,,,,,,,2.854166667,0,,,,,,,,,,,,,,,,,,,15.37375,15.37375,MEDIO
2015,Cauca,Rosas,30,,1.099083333,7.094166667,0.803333333,7.083333333,5.9775,,,,22.18833333,,28.16666667,,,,,,,,,61.33,0,,,,,,,,,,,,,,,,,,,8.824,8.824,BAJO
2015,Cauca,San Sebastián,28,,2.445238095,7.224285714,0,9.142857143,8.040952381,,,,25.95904762,,34,,,,,,,,,447.0642857,132.9035714,,,,,,,,,,,,,,,,,,,85.425357,85.425357,INVIABLE SANITARIAMENTE
2015,Cauca,Santa Rosa,25,,1.11952381,7.556111111,1.314952381,17.34285714,14.05238095,,,,26.71047619,,40.76190476,,,,,,,,,0.12,0,,,,,,,,,,,,,,,,,,,1.7472,1.7472,SIN RIESGO
2015,Cauca,Santacruz,1,,1.9,7.5,1.5,20,8.2,,,,24.6,,32.8,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Cauca,Santander De Quilichao,60,,2.210294118,7.440645161,1.138823529,11.07741935,8.924193548,,,,24.98967742,,33.90967742,,,,,,,,,77.37666667,10.09,,,,,,,,,,,,,,,,,,,11.93,11.93,BAJO
2015,Cauca,Silvia,29,,1.138333333,7.09,0.71,10.72222222,6.121111111,,,,22.43444444,,28.55555556,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,SIN RIESGO
2015,Cauca,Sotará,35,,5.114705882,7.562941176,0.524705882,16.01176471,9.74117647,,,,28.84705882,,38.58823529,,,,,,,,,35.78285714,0.577142857,,,,,,,,,,,,,,,,,,,17.373714,17.373714,MEDIO
2015,Cauca,Suárez,30,,2.87,7.464166667,0.787142857,10.04166667,10.40666667,,32.2,,22.63181818,,33.83333333,,,,,,,,,0.510344828,0,,,,,,,,,,,,,,,,,,0,7.430333,7.430333,BAJO
2015,Cauca,Sucre,19,,1.2,7.506666667,1.366666667,10.22222222,15.75888889,,,,32.24111111,,48,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0.208421,0.208421,SIN RIESGO
2015,Cauca,Timbío,35,,1.03,7.423666667,1,8.266666667,6.522666667,,,,19.87733333,,26.4,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,1.702285,1.702285,SIN RIESGO
2015,Cauca,Timbiquí,23,,18.89928571,6.861428571,0,4.871428571,2.664285714,,,,14.33714286,,17,,,,,,,,,1009,537.1652174,,,,,,,,,,,,,,,,,,,96.081739,96.081739,INVIABLE SANITARIAMENTE
2015,Cauca,Toribio,33,,0.610666667,7.676666667,2.032,17.44,17.16666667,,,,28.03333333,,45.2,,,,,,,,,2.509090909,0,,,,,,,,,,,,,,,,,,,7.675454,7.675454,BAJO
2015,Cauca,Totoró,35,,2.164428571,7.587142857,0.749238095,14.39047619,10.64285714,,,,24.76428571,,35.40952381,,,,,,,,,337.4032857,55.62285714,,,,,,,,,,,,,,,,,,,38.230285,38.230285,ALTO
2015,Cauca,Villa Rica,10,,3.104,7.481,0.4783,18.8,19.16,,,,26.44,,45.6,,,,,,,,,126.73,0,,,,,,,,,,,,,,,,,,,28.075,28.075,MEDIO
2015,Cesar,Aguachica,65,0,0.252881356,7.291111111,0.551016949,100.0847458,32.54576271,0.016702128,0.0015,,3.982881356,0.115714286,94.18983051,7.106382979,0.220408163,5.866666667,0.410744681,0.01306383,0.010525424,4.768421053,,0.426153846,0,,,,,,,,,,,,,,,,,,125.902439,0.910153,0.910153,SIN RIESGO
2015,Cesar,Agustín Codazzi,58,0,0.4204,7.372826087,0.4484,104.106,34.988,0.003953488,0.00075,,4.0222,0.02625,101.258,7.818181818,0.095045455,6.347916667,0.308545455,0.007386364,0.01328,0,,193.6448276,4.127586207,,,,,,,,,,,,,,,,,,312.64,5.939827,5.939827,BAJO
2015,Cesar,Astrea,12,0,0.38,7.277777778,0.052,334.65,50.08,0.00925,0.001,,5.078,,156.9,59.375,0.98475,55.2,0.28775,0.007375,0.034444444,0,,256.9,69.10333333,,,,,,,,,,,,,,,,,,783.38,40.521666,40.521666,ALTO
2015,Cesar,Becerril,7,0,0.44,7.11,0.682,99,26.4,0,,,2.88,,78,7,0.046666667,5.6,0,0.059666667,0.0454,0,,980.2285714,17.7,,,,,,,,,,,,,,,,,,,29.911428,29.911428,MEDIO
2015,Cesar,Bosconia,46,0.025641026,0.261794872,7.448918919,0,241.4512821,30.27179487,0.007533333,0.4802,,3.435789474,0,88.41025641,15.17241379,0.024333333,47.09487179,0.250172414,0.012965517,0.007358974,0,,364.2456522,11.01956522,,,,,,,,,,,,,,,,,,1104.145161,46.01826,46.01826,ALTO
2015,Cesar,Chimichagua,3,0,0.586666667,7.56,0.5,91.86666667,27.33333333,0.067,0,,3.133333333,0,80.66666667,1,0.26,10.43333333,0.133333333,0.023,0.061,,,0,0,,,,,,,,,,,,,,,,,,3.15,0.523333,0.523333,SIN RIESGO
2015,Cesar,Chiriguaná,12,0.083333333,0.541666667,6.876666667,0.114166667,113.3333333,28.08333333,0.0005,,,2.95,,73.08333333,1,0.048,8,0.638375,0.000375,0.002583333,0,,499.8333333,3.991666667,,,,,,,,,,,,,,,,,,1205.336364,43.096666,43.096666,ALTO
2015,Cesar,Curumaní,42,0,0.308611111,7.335925926,3.908055556,138.4333333,44.10555556,0.003535714,0.0078,,6.532222222,0,129.6694444,19.07142857,0.667,7.973558824,0.1145,0.00725,0.026742857,0,0.067,0,0,,,,,,,,,,,,,,,,,,23.69130435,0.944523,0.944523,SIN RIESGO
2015,Cesar,El Copey,35,0,0.167586207,7.221538462,0.55,54.53448276,11.77931034,0.00847619,0.001,,2.728965517,0,37.61724138,1.952380952,0.136363636,6.978571429,0.323857143,0.012904762,0.008448276,0,,0,0,,,,,,,,,,,,,,,,,,23.28421053,0.049142,0.049142,SIN RIESGO
2015,Cesar,El Paso,9,0,0.426666667,7.5475,0.108333333,175.2833333,44.66666667,0,0,,12.45,0,176.8333333,8,0.058,107.5833333,0.0802,0.0212,0.014333333,0,,369.2888889,0.9,,,,,,,,,,,,,,,,,,1397.04,50.464444,50.464444,ALTO
2015,Cesar,Gamarra,17,0,0.45,7.265,0.42,60,18,0.0005,,,3.6,,60,11.5,0,11.25,0,0,0,,,148.9705882,1.1,,,,,,,,,,,,,,,,,,710.7285714,25,25,MEDIO
2015,Cesar,González,10,0.333333333,0.4,7.331666667,0,34.58333333,17.06666667,0,,,1.216666667,,22.5,0.666666667,0.05,6.416666667,0.168,0.018,0.021333333,0,,1861.02,309.05,,,,,,,,,,,,,,,,,,2419.533333,75.524,75.524,ALTO
2015,Cesar,La Gloria,7,0,0.85,7.13,0,37.325,17.6,0.027666667,,,80.6,,53,30,0.063333333,7,0.200666667,0.013,0.052,0,,1141.114286,368.5,,,,,,,,,,,,,,,,,,685.125,58.238571,58.238571,ALTO
2015,Cesar,La Jagua De Ibirico,18,,,,,,,,,,,,,,,,,,,,,165.7388889,0,,,,,,,,,,,,,,,,,,17.39,8.333333,8.333333,BAJO
2015,Cesar,La Paz,60,0,0.175,7.365,0.275,157.5,46.5,0.1,,,6,,172.5,30,0.01,7.125,0.8,0.034,0,0,,16.445,0.001666667,,,,,,,,,,,,,,,,,,541.9828571,8.138333,8.138333,BAJO
2015,Cesar,Manaure,19,0,0.393333333,7.449230769,0.283571429,151.2333333,53.85333333,0.014166667,0,,6.148666667,0,164.9333333,10.36363636,2.401333333,8.416666667,0.49175,0.017416667,0.028333333,0,,34.46315789,0.052631579,,,,,,,,,,,,,,,,,,402.8923077,12.353684,12.353684,BAJO
2015,Cesar,Pailitas,39,0,0.597407407,7.193333333,0,65.31111111,17.02222222,0.003,0.028,,2.702222222,0.006666667,53.07777778,6.708333333,0.009166667,6.230769231,0.069565217,0.012363636,0.02404,0,,1607.623077,158.0897436,,,,,,,,,,,,,,,,,,2231.345,58.291025,58.291025,ALTO
2015,Cesar,Pelaya,7,0,0.533333333,7.603333333,0.183333333,47.33333333,13.06666667,0.022,,,4.6,,45.33333333,8.333333333,0.06,7,0.001666667,0.033333333,0.009666667,,,799.5142857,6.2,,,,,,,,,,,,,,,,,,1620.866667,41.894285,41.894285,ALTO
2015,Cesar,Pueblo Bello,35,0,0.435517241,7.115925926,0.231851852,32.4137931,7.255172414,0.013391304,0.0025,,2.077241379,0.055,27.03448276,0.565217391,0.124478261,5.017241379,0.32,0.006625,0.035172414,0,,188,5.84,,,,,,,,,,,,,,,,,,662.4176471,16.554571,16.554571,MEDIO
2015,Cesar,Río De Oro,39,0,0.309375,7.22,0.465625,89.5,28,0,,,4.29375,,83.3125,11.25,0.387692308,7.033333333,0.009666667,0.00925,0.014875,0,,36.9025641,0,,,,,,,,,,,,,,,,,,47.52666667,2.800769,2.800769,SIN RIESGO
2015,Cesar,San Alberto,60,0,0.33,7.334444444,0.89,54.83,14.92,0.00875,0.0045,,4.436,0,51.37,6.375,0.026625,5.65,0.4505,0.01575,0.0773,0,,0.068333333,0,,,,,,,,,,,,,,,,,,20.44166667,1.570333,1.570333,SIN RIESGO
2015,Cesar,San Diego,1,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,0,0,0,SIN RIESGO
2015,Cesar,San Martín,13,0.1,0.412,7.405555556,0.444,80.9,16.968,0.0075,0.004,,2.752,0,52.85,10.375,0.01375,6.75,0.075875,0.012875,0.0026,0,,372.2461538,189.8230769,,,,,,,,,,,,,,,,,,119.8375,13.480769,13.480769,BAJO
2015,Cesar,Tamalameque,6,,,,,,,,,,,,,,,,,,,,,133.7333333,2.7,,,,,,,,,,,,,,,,,,1296.05,100,100,INVIABLE SANITARIAMENTE
2015,Cesar,Valledupar,219,0,0.272265193,7.135232558,0.668888889,21.7558011,6.628333333,0.004879433,0.001545455,,1.643259669,1.363636364,21.16666667,1.52189781,0.056278912,4.591638418,0.329041958,0.00982069,0.00875,0.004836364,,0.412385321,0,,,,,,,,,,,,,,,,,,22.40681818,0.654018,0.654018,SIN RIESGO
2015,Chocó,Cértegui,3,,1.34,7.366666667,0.666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.743333,31.743333,MEDIO
2015,Córdoba,Ayapel,8,1.9,0.79375,5.96,1.3375,11.3,,,,,,,44.6,31.25,0.026666667,4.9,,,,,,11.875,0,,,,,,,,,,,,,,,,,,,10.16,10.16,BAJO
2015,Córdoba,Buenavista,7,0.185714286,0.3,7.748571429,0.785714286,152.475,,,,,,,95,4.6,0.015,7.233333333,,,,,,0.428571429,0.428571429,,,,,,,,,,,,,,,,,,,28.807142,28.807142,MEDIO
2015,Córdoba,Canalete,7,9.902857143,2.221428571,6.825714286,0.371428571,83.925,,,,,,,332.875,342.1,0.033333333,53.96,,,,,,1,0.571428571,,,,,,,,,,,,,,,,,,,55.927142,55.927142,ALTO
2015,Córdoba,Cereté,76,0.698684211,0.54,7.2725,1.480263158,39.52545455,,,,,,,57.658,12.848,0.018,20.21974359,,,,,,1.04,0.026666667,,,,,,,,,,,,,,,,,,,4.430263,4.430263,SIN RIESGO
2015,Córdoba,Chimá,5,0.42,0.566,7.278,1.14,30.4,,,,,,,50.5,30.3,0.0125,8.8,,,,,,0,0,,,,,,,,,,,,,,,,,,,3.614,3.614,SIN RIESGO
2015,Córdoba,Chinú,36,0.233333333,0.571944444,8.166388889,4.363888889,175.0047619,,,,,,,71.5,15.35454545,0.0396,60.008125,,,,,,0.111111111,0,,,,,,,,,,,,,,,,,,,3.598888,3.598888,SIN RIESGO
2015,Córdoba,Cotorra,6,1.733333333,1.3,6.958333333,0.833333333,41.05,,,,,,,48.775,25.2,0.032,8.766666667,,,,,,3.666666667,1.166666667,,,,,,,,,,,,,,,,,,,26.88,26.88,MEDIO
2015,Córdoba,La Apartada,6,2.65,1.52,7.805,0.08,258.525,,,,,,,43.725,10.49333333,0.1475,17.73,,,,,,0.833333333,0.5,,,,,,,,,,,,,,,,,,,52.318333,52.318333,ALTO
2015,Córdoba,Lorica,67,1.353283582,1.276865672,7.18119403,0.990909091,44.54255319,,,,,,,68.97317073,31.34269231,0.023636364,11.73424242,,,,,,0.388059701,0.119402985,,,,,,,,,,,,,,,,,,,9.383134,9.383134,BAJO
2015,Córdoba,Los Córdobas,6,8.633333333,3.325,7.606666667,1.116666667,174.8,,,,,,,156.55,30.9,0.0775,48.53,,,,,,0.166666667,0,,,,,,,,,,,,,,,,,,,10.978333,10.978333,BAJO
2015,Córdoba,Montelíbano,36,3.133055556,1.710833333,7.291111111,1.138888889,31.44,,,,,,,51.72857143,24.8315,0.046153846,8.927272727,,,,,,2.166666667,0.194444444,,,,,,,,,,,,,,,,,,,9.348888,9.348888,BAJO
2015,Córdoba,Montería,172,7.171875,0.576153846,6.86796875,0.833846154,34.35384615,,,,,,,50.16923077,19.421875,0.0709375,11.88888889,,,0.022734375,,,0,0,,,,,,,,,,,,,,,,,,0,0.030348,0.030348,SIN RIESGO
2015,Córdoba,Moñitos,14,7.828571429,7.192857143,7.595714286,1.007142857,58.73,,,,,,,65.26,17.45,0.125,10.38333333,,,,,,8,0.857142857,,,,,,,,,,,,,,,,,,,31.576428,31.576428,MEDIO
2015,Córdoba,Planeta Rica,15,8.253333333,0.741333333,7.447333333,1.2,85.17,,,,,,,140.5,50.85,0.086,,,,,,,0.133333333,0,,,,,,,,,,,,,,,,,,,2.438666,2.438666,SIN RIESGO
2015,Córdoba,Pueblo Nuevo,6,0.616666667,0.418333333,7.72,0.2,230.75,,,,,,,151.35,6.85,0.038,16.46666667,,,,,,1,0.666666667,,,,,,,,,,,,,,,,,,1,54.24,54.24,ALTO
2015,Córdoba,Puerto Escondido,7,24.45714286,7.261428571,7.488571429,2.285714286,145.275,,,,,,,379.575,170,0.151666667,400.9,,,,,,0.142857143,0,,,,,,,,,,,,,,,,,,,38.24,38.24,ALTO
2015,Córdoba,Puerto Libertador,14,4.2,1.962142857,7.328571429,0.914285714,33.67,,,,,,,44.74,16.675,0.1075,10.26666667,,,,,,7.214285714,2.142857143,,,,,,,,,,,,,,,,,,,27.228571,27.228571,MEDIO
2015,Córdoba,Sahagún,26,0.423076923,0.369230769,7.631923077,1.757692308,69.36,,,,,,,52.44,9.311111111,0.022631579,64.037,,,,,,0.153846154,0,,,,,,,,,,,,,,,,,,,6.512307,6.512307,BAJO
2015,Córdoba,San Andrés Sotavento,22,1.179090909,1.042272727,7.130909091,0.977272727,39.5,,,,,,,57.375,27.2875,0.962222222,8.23,,,,,,0.045454545,0,,,,,,,,,,,,,,,,,,,2.833181,2.833181,SIN RIESGO
2015,Córdoba,San Bernardo Del Viento,12,5.196666667,6.526666667,7.020833333,0.725,53.65,,,,,,,63.71,24.48333333,0.05,12.63333333,,,,,,0.583333333,0.5,,,,,,,,,,,,,,,,,,,40.516666,40.516666,ALTO
2015,Córdoba,San José de Uré,3,4.366666667,2.37,7.316666667,1.066666667,32.66666667,,,,,,,38.5,0.6,0.05,4.95,,,,,,0.333333333,0,,,,,,,,,,,,,,,,,,,18.476666,18.476666,MEDIO
2015,Córdoba,San Pelayo,13,12.62307692,14.37538462,7.376923077,1.146153846,44.46363636,,,,,,,52.71818182,25.91111111,0.132727273,9.714285714,,,,,,0.692307692,0.538461538,,,,,,,,,,,,,,,,,,,49.593846,49.593846,ALTO
2015,Córdoba,Tierralta,34,2.308823529,1.068529412,6.922352941,0.9,39.17391304,,,,,,,64.44347826,33.17058824,0.059642857,15.37647059,,,,,,0.205882353,0.029411765,,,,,,,,,,,,,,,,,,,10.575588,10.575588,BAJO
2015,Córdoba,Valencia,12,2.258333333,1.775833333,7.23,1.541666667,35.35,,,,,,,68.08333333,27.6,0.043,7.683333333,,,,,,0,0,,,,,,,,,,,,,,,,,,,12.364166,12.364166,BAJO
2015,Cundinamarca,Albán,24,5.291666667,1.229166667,7.405416667,0.855416667,71.7,,0.184,0,0.005,0,0,81.7,16.2,0.155,2.1,1.943,0,0.106666667,0.055,,2.583333333,0.166666667,0,0,0,0,0,0,,0,0,,0,0.01,0,,,,,,7.0275,7.0275,BAJO
2015,Cundinamarca,Anapoima,42,5.397560976,1.583170732,7.387073171,1.386097561,27.57142857,,0.271428571,0.01,0.025,1.857142857,0,49,25.6,0.09047619,2.476190476,2.250952381,0,0.084390244,0,2.74,3.048780488,0.146341463,0,0,0,0,0,0,0,0,0.005,0,0,0.003333333,0,,,,,,12.017857,12.017857,BAJO
2015,Cundinamarca,Anolaima,53,5.109433962,1.077735849,7.563207547,1.619056604,36.47826087,,0.28826087,0,0.02,1.4,0,52.13043478,16.65217391,0.076818182,2.260869565,1.946521739,0,0.089622642,0,2.526666667,70.24528302,5.471698113,0,0,0,0,0,0.035,0,0,0.005,0,0,0.013333333,0,,,0,,,11.404905,11.404905,BAJO
2015,Cundinamarca,Apulo,13,11.25833333,6.406666667,7.288333333,1.514166667,51,,0.0175,0.045,0.03,2.95,0,148.25,113.5,0.034,2.75,0.715,0,0.1175,0,,0.416666667,0,0,0,,0,,0.025,0,0,,,0,0,,1.5,0,0,,,27.705384,20.013076,MEDIO
2015,Cundinamarca,Arbeláez,13,15.70833333,2.4925,7.605,0.455,7.6,,0.078,0.04,0.02,0,0,12.8,10.6,0.1475,2.6,4.096,0.006,0.123333333,0,,5.083333333,0.166666667,0,0,,0,0,0,0,0,,,0,0.01,,,,0,,,20.196923,20.196923,MEDIO
2015,Cundinamarca,Beltrán,23,10.00869565,4.711304348,7.817391304,2.789565217,193,,0.216666667,0.155714286,0.013333333,35,0,183.6666667,43.58333333,0.115454545,1.916666667,2.84,0.0525,0.061304348,0,,65.7826087,1,0,0.004666667,,0,0,0,0,0,,0,0,,,,,,,,27.8,25.482608,MEDIO
2015,Cundinamarca,Bituima,10,1.43,0.572,7.959,1.312,210.75,,0.3325,0,0.02,24.5,0,250.75,56,0,1.25,0.7625,0,0.075,,,3.7,0,0,0,,0,,0,0,0,,0,0,,,,,,,,5.525,5.525,BAJO
